bub_id,n_solves,total_bem_s,total_assemble_s,total_solve_s,mean_f_unit_hz,median_f_unit_hz,min_f_unit_hz,max_f_unit_hz
43924,3,1.8998,1.824,0.0758,5.3904,5.341,5.3328,5.4972
43950,1,0.1719,0.1601,0.0118,5.3237,5.3237,5.3237,5.3237
43971,2,0.4689,0.4367,0.0322,5.3244,5.3244,5.3218,5.327
43989,2,1.0047,0.9573,0.0474,5.3533,5.3533,5.3159,5.3907
44001,2,0.9241,0.8742,0.0499,5.6171,5.6171,5.4102,5.8241
44016,1,0.3499,0.326,0.0239,5.6901,5.6901,5.6901,5.6901
44019,37,12.8724,12.0673,0.8051,5.3257,5.3234,5.3074,5.3625
44020,103,46.0411,43.5964,2.4447,5.4662,5.3351,5.3135,6.3976
44051,1,0.2346,0.2203,0.0143,5.3696,5.3696,5.3696,5.3696
44085,1,0.25,0.2328,0.0172,5.3417,5.3417,5.3417,5.3417
44156,2,0.6097,0.5686,0.0411,5.3334,5.3334,5.3271,5.3397
44209,1,0.5575,0.5409,0.0165,5.3393,5.3393,5.3393,5.3393
44219,1,0.664,0.6483,0.0157,5.3267,5.3267,5.3267,5.3267
44233,1,0.5528,0.5369,0.0158,5.3685,5.3685,5.3685,5.3685
44235,1,0.668,0.6511,0.0169,5.32,5.32,5.32,5.32
44249,1,0.6056,0.5881,0.0176,5.3848,5.3848,5.3848,5.3848
44250,3,3.5657,3.4979,0.0678,5.3838,5.3302,5.325,5.4962
44270,1,0.5923,0.5772,0.0151,5.3276,5.3276,5.3276,5.3276
44288,1,0.9323,0.9163,0.016,5.3184,5.3184,5.3184,5.3184
44289,1,1.0863,1.0656,0.0207,5.39,5.39,5.39,5.39
44313,1,0.5688,0.552,0.0168,5.3366,5.3366,5.3366,5.3366
44348,2,2.6797,2.6481,0.0316,5.3713,5.3713,5.338,5.4046
44365,136,121.232,117.7562,3.4758,5.4125,5.3456,5.3113,5.9212
44366,2,1.0351,1.0068,0.0283,5.324,5.324,5.3227,5.3254
44374,1,0.5487,0.5323,0.0164,5.3321,5.3321,5.3321,5.3321
44376,1,1.558,1.5334,0.0246,5.3484,5.3484,5.3484,5.3484
44434,62,42.7692,41.5407,1.2284,5.3447,5.3333,5.3107,5.4198
44442,4,2.252,2.1626,0.0893,5.358,5.3568,5.3275,5.3911
44469,1,0.3386,0.3209,0.0177,5.3203,5.3203,5.3203,5.3203
44482,1,0.3462,0.3276,0.0186,5.3228,5.3228,5.3228,5.3228
44490,1,0.5441,0.5207,0.0234,5.3685,5.3685,5.3685,5.3685
44492,1,0.3358,0.3162,0.0196,5.3378,5.3378,5.3378,5.3378
44498,1,0.9859,0.9552,0.0308,5.5032,5.5032,5.5032,5.5032
44499,1,0.8224,0.7957,0.0267,5.3829,5.3829,5.3829,5.3829
44500,1,0.2942,0.2772,0.017,5.3341,5.3341,5.3341,5.3341
44501,1,0.3744,0.3537,0.0207,5.3458,5.3458,5.3458,5.3458
44503,1,0.381,0.3607,0.0204,5.3453,5.3453,5.3453,5.3453
44510,1,0.3175,0.2969,0.0206,5.3334,5.3334,5.3334,5.3334
44512,237,137.6666,132.6389,5.0277,5.356,5.338,5.2965,5.8146
44513,23,9.4006,8.915,0.4856,5.3642,5.3273,5.3084,5.6924
44541,131,147.1818,143.7586,3.4232,5.4492,5.3549,5.314,6.3758
44543,3,1.3468,1.2864,0.0603,5.5426,5.5995,5.3296,5.6987
44549,19,7.9474,7.5814,0.366,5.3479,5.3388,5.3201,5.4069
44592,1,0.9741,0.9445,0.0296,5.5146,5.5146,5.5146,5.5146
44593,1,0.7788,0.7517,0.0271,5.3897,5.3897,5.3897,5.3897
44615,1,0.2952,0.2803,0.0148,5.3316,5.3316,5.3316,5.3316
44624,1,0.2942,0.2777,0.0165,5.3395,5.3395,5.3395,5.3395
44625,1,0.3683,0.3496,0.0187,5.4031,5.4031,5.4031,5.4031
44626,1,0.3271,0.3072,0.0199,5.3412,5.3412,5.3412,5.3412
44627,1,0.3376,0.3183,0.0193,5.3332,5.3332,5.3332,5.3332
44628,1,0.8804,0.8527,0.0278,5.3979,5.3979,5.3979,5.3979
44629,1,0.2725,0.2554,0.0171,5.3886,5.3886,5.3886,5.3886
44650,51,41.9526,40.9541,0.9985,5.413,5.3407,5.3215,5.8884
44652,3,2.0023,1.9458,0.0565,5.4716,5.405,5.3207,5.6892
44661,149,108.6635,104.9442,3.7194,5.3994,5.3501,5.3177,5.8685
44662,15,4.885,4.652,0.233,5.3415,5.3333,5.3117,5.3993
44673,310,374.3661,364.8278,9.5383,5.7216,5.3698,5.2965,6.5306
44689,119,73.9772,71.4376,2.5396,5.3557,5.3361,5.3108,5.8297
44690,131,45.7225,43.2388,2.4838,5.3462,5.3316,5.3084,5.7847
44691,1,0.3033,0.2844,0.0189,5.3138,5.3138,5.3138,5.3138
44694,1,0.2498,0.2376,0.0122,5.3332,5.3332,5.3332,5.3332
44695,1,0.2937,0.2746,0.0191,5.3149,5.3149,5.3149,5.3149
44699,2,0.8739,0.8373,0.0366,5.4254,5.4254,5.335,5.5158
44703,1,0.2111,0.2013,0.0097,5.3319,5.3319,5.3319,5.3319
44706,10,3.8005,3.5971,0.2033,5.3327,5.3323,5.3063,5.3654
44722,6,3.4594,3.3147,0.1447,5.4123,5.3839,5.3351,5.6183
44729,226,164.5875,160.8612,3.7263,5.3458,5.3364,5.308,5.741
44759,1,0.5574,0.5424,0.015,5.3331,5.3331,5.3331,5.3331
44761,1,1.144,1.1248,0.0192,5.4453,5.4453,5.4453,5.4453
44762,1,0.8967,0.8745,0.0222,5.3325,5.3325,5.3325,5.3325
44779,1,0.5646,0.5498,0.0148,5.3533,5.3533,5.3533,5.3533
44793,1,1.129,1.1082,0.0207,5.3948,5.3948,5.3948,5.3948
44825,1,0.543,0.5251,0.0179,5.3241,5.3241,5.3241,5.3241
44826,1,0.724,0.7051,0.0189,5.326,5.326,5.326,5.326
44831,2,1.3686,1.3297,0.0389,5.3174,5.3174,5.3163,5.3185
44832,292,136.7586,130.621,6.1376,5.3551,5.3482,4.7472,5.7071
44836,14,12.1936,11.9189,0.2747,5.3535,5.3501,5.307,5.4089
44837,1,0.7721,0.7534,0.0187,5.3239,5.3239,5.3239,5.3239
44838,1,0.4343,0.4188,0.0155,5.3261,5.3261,5.3261,5.3261
44839,1,1.2666,1.2397,0.0269,5.8603,5.8603,5.8603,5.8603
44855,1,0.8824,0.8603,0.0221,5.3472,5.3472,5.3472,5.3472
44858,1,0.5518,0.5311,0.0207,5.4263,5.4263,5.4263,5.4263
44878,35,36.1685,35.3627,0.8058,5.3974,5.3402,5.3018,5.7772
44909,1,0.3709,0.3538,0.0171,5.3312,5.3312,5.3312,5.3312
44916,14,8.7459,8.4321,0.3138,5.3368,5.33,5.3146,5.3976
44917,6,3.5659,3.4274,0.1385,5.3404,5.3366,5.3105,5.3656
44919,1,0.8849,0.8583,0.0266,5.3456,5.3456,5.3456,5.3456
44978,2,0.8165,0.7779,0.0386,5.3318,5.3318,5.3315,5.3322
45011,5,3.7474,3.661,0.0864,5.4208,5.3378,5.3206,5.7744
45014,1,0.4909,0.4726,0.0182,5.3489,5.3489,5.3489,5.3489
45017,3,2.4316,2.3708,0.0608,5.3275,5.3231,5.3215,5.3379
45047,1,0.8027,0.7802,0.0225,5.3994,5.3994,5.3994,5.3994
45048,1,0.6566,0.6365,0.02,5.3195,5.3195,5.3195,5.3195
45049,1,0.5628,0.5438,0.019,5.3335,5.3335,5.3335,5.3335
45083,1,0.6855,0.6668,0.0187,5.3209,5.3209,5.3209,5.3209
45084,1,0.6479,0.6296,0.0183,5.3232,5.3232,5.3232,5.3232
45095,13,17.5931,17.2731,0.32,5.3792,5.345,5.313,5.4998
45096,4,3.609,3.5147,0.0943,5.3608,5.3589,5.3154,5.4099
45104,20,14.0377,13.6444,0.3933,5.3449,5.3422,5.3187,5.388
45107,1,0.4435,0.4275,0.016,5.3286,5.3286,5.3286,5.3286
45127,1,2.8281,2.8068,0.0213,5.4788,5.4788,5.4788,5.4788
45130,1,0.7642,0.7421,0.0221,5.4146,5.4146,5.4146,5.4146
45180,1,0.812,0.7918,0.0202,5.3409,5.3409,5.3409,5.3409
45188,1,1.3435,1.3178,0.0257,5.398,5.398,5.398,5.398
45189,1,0.4569,0.441,0.0159,5.3276,5.3276,5.3276,5.3276
45190,1,0.453,0.4373,0.0157,5.3289,5.3289,5.3289,5.3289
45197,256,216.1623,210.0266,6.1356,5.3803,5.3544,5.3065,5.847
45198,73,53.0988,51.5401,1.5587,5.3718,5.3446,5.3113,5.7055
45211,1,0.8213,0.7974,0.0238,5.4194,5.4194,5.4194,5.4194
45212,1,0.5228,0.5044,0.0184,5.3245,5.3245,5.3245,5.3245
45248,7,3.6994,3.5625,0.1369,5.3448,5.3299,5.3253,5.3865
45299,2,6.9982,6.9021,0.0961,5.5202,5.5202,5.3227,5.7177
45302,1,0.4175,0.4006,0.0168,5.3272,5.3272,5.3272,5.3272
45345,8,14.043,13.8027,0.2403,5.4522,5.399,5.3179,5.6795
45351,1,0.532,0.5087,0.0233,5.3729,5.3729,5.3729,5.3729
45357,1,0.3506,0.3329,0.0177,5.3309,5.3309,5.3309,5.3309
45358,1,0.4239,0.4025,0.0214,5.3439,5.3439,5.3439,5.3439
45359,1,0.3454,0.3256,0.0198,5.3391,5.3391,5.3391,5.3391
45360,1,0.5096,0.4867,0.0229,5.3603,5.3603,5.3603,5.3603
45378,1,0.8965,0.8683,0.0282,5.3853,5.3853,5.3853,5.3853
45389,5,1.9471,1.8455,0.1016,5.3352,5.3279,5.3134,5.36
45390,219,123.4919,118.7483,4.7436,5.3658,5.3359,5.3065,5.8329
45450,1,0.4411,0.4185,0.0225,5.3794,5.3794,5.3794,5.3794
45467,4,1.8666,1.7864,0.0801,5.3992,5.3479,5.329,5.5719
45498,4,5.8843,5.6809,0.2034,5.4777,5.3816,5.3553,5.7923
45499,1,0.8883,0.8593,0.029,5.383,5.383,5.383,5.383
45514,1,0.6104,0.5936,0.0168,5.3316,5.3316,5.3316,5.3316
45515,11,27.5618,27.1478,0.414,5.495,5.4416,5.3212,5.7034
45522,1,0.6018,0.5839,0.0179,5.4015,5.4015,5.4015,5.4015
45562,7,22.0252,21.7475,0.2777,5.5088,5.5441,5.3233,5.7183
45583,18,11.069,10.7214,0.3476,5.3941,5.3354,5.3262,5.8932
45595,1,0.2522,0.2338,0.0184,5.564,5.564,5.564,5.564
45597,1,0.3453,0.3241,0.0211,5.3486,5.3486,5.3486,5.3486
45607,1,0.8023,0.7667,0.0357,5.4669,5.4669,5.4669,5.4669
45619,11,3.8973,3.6764,0.221,5.3834,5.3462,5.3232,5.5549
45635,19,18.9833,18.3182,0.6651,5.4739,5.3755,5.3206,5.8365
45636,22,7.2942,6.8922,0.402,5.3749,5.3545,5.3273,5.5809
45639,1,0.5015,0.4781,0.0234,5.3643,5.3643,5.3643,5.3643
45658,1,0.2837,0.2672,0.0165,5.3253,5.3253,5.3253,5.3253
45676,1,0.4704,0.4498,0.0206,5.4006,5.4006,5.4006,5.4006
45733,1,0.312,0.2963,0.0157,5.3802,5.3802,5.3802,5.3802
45734,1,0.5957,0.5706,0.0251,5.649,5.649,5.649,5.649
45735,1,0.327,0.3057,0.0213,5.3854,5.3854,5.3854,5.3854
45736,1,0.477,0.4517,0.0254,5.3939,5.3939,5.3939,5.3939
45791,1,0.7396,0.7121,0.0274,5.4531,5.4531,5.4531,5.4531
45792,1,0.2823,0.264,0.0184,5.3238,5.3238,5.3238,5.3238
45793,1,0.3847,0.3617,0.023,5.4102,5.4102,5.4102,5.4102
45827,2,1.1699,1.1164,0.0535,5.7506,5.7506,5.571,5.9303
45851,1,0.3319,0.3099,0.0221,5.4418,5.4418,5.4418,5.4418
45900,1,0.3549,0.3324,0.0225,5.3236,5.3236,5.3236,5.3236
45902,1,0.2416,0.2252,0.0164,5.3197,5.3197,5.3197,5.3197
45903,45,22.9576,21.932,1.0255,5.4429,5.3532,5.319,6.0746
45913,1,0.8221,0.7953,0.0268,5.3901,5.3901,5.3901,5.3901
45953,1,0.3063,0.2899,0.0163,5.3284,5.3284,5.3284,5.3284
45954,2,0.6358,0.5988,0.037,5.3381,5.3381,5.3296,5.3466
45991,1,1.1125,1.0813,0.0311,5.363,5.363,5.363,5.363
45992,1,1.0736,1.0425,0.0311,5.3457,5.3457,5.3457,5.3457
46001,1,0.7896,0.7629,0.0267,5.3789,5.3789,5.3789,5.3789
46004,1,2.8321,2.7763,0.0558,5.5946,5.5946,5.5946,5.5946
46006,1,0.6301,0.6065,0.0236,5.3564,5.3564,5.3564,5.3564
46036,1,0.3198,0.3024,0.0173,5.3365,5.3365,5.3365,5.3365
46079,1,0.3929,0.3758,0.0171,5.3329,5.3329,5.3329,5.3329
46083,38,18.9398,18.1932,0.7465,5.3677,5.3405,5.3225,5.7706
46090,1,3.3948,3.3356,0.0593,5.5923,5.5923,5.5923,5.5923
46094,1,0.5584,0.5356,0.0227,5.3353,5.3353,5.3353,5.3353
46095,1,0.5847,0.56,0.0247,5.3411,5.3411,5.3411,5.3411
46096,1,0.5873,0.5639,0.0234,5.3529,5.3529,5.3529,5.3529
46099,1,0.2685,0.2522,0.0163,5.3393,5.3393,5.3393,5.3393
46117,1,0.6535,0.628,0.0255,5.3917,5.3917,5.3917,5.3917
46146,1,0.4962,0.4722,0.024,5.5982,5.5982,5.5982,5.5982
46152,2,0.7711,0.7308,0.0403,5.3284,5.3284,5.3196,5.3373
46158,2,0.8071,0.7614,0.0457,5.5323,5.5323,5.3362,5.7284
46159,3,2.6974,2.6136,0.0839,5.3394,5.3407,5.334,5.3433
46175,1,0.3609,0.3389,0.022,5.3735,5.3735,5.3735,5.3735
46184,1,0.3242,0.304,0.0202,5.3241,5.3241,5.3241,5.3241
46185,1,3.1534,3.0652,0.0882,5.7057,5.7057,5.7057,5.7057
46218,1,0.4256,0.4025,0.023,5.3221,5.3221,5.3221,5.3221
46228,1,0.339,0.3174,0.0216,5.3607,5.3607,5.3607,5.3607
46229,25,18.5678,17.9596,0.6082,5.3665,5.3322,5.3176,5.728
46279,1,0.4564,0.435,0.0214,5.3734,5.3734,5.3734,5.3734
46284,1,0.4098,0.3873,0.0224,5.6988,5.6988,5.6988,5.6988
46285,1,0.3492,0.3304,0.0188,5.3126,5.3126,5.3126,5.3126
46286,1,1.9256,1.8782,0.0473,5.7332,5.7332,5.7332,5.7332
46287,1,0.291,0.2732,0.0179,5.3317,5.3317,5.3317,5.3317
46288,1,0.2853,0.2675,0.0178,5.3332,5.3332,5.3332,5.3332
46289,1,0.3853,0.3633,0.022,5.3274,5.3274,5.3274,5.3274
46310,215,76.2171,71.7043,4.5128,5.3499,5.3469,5.2037,5.6014
46332,1,0.2846,0.261,0.0236,5.9656,5.9656,5.9656,5.9656
46362,250,108.3877,103.6701,4.7176,5.3455,5.3425,4.6858,5.433
46381,1,6.6497,6.6139,0.0358,5.5491,5.5491,5.5491,5.5491
46382,1,1.1286,1.1102,0.0184,5.3348,5.3348,5.3348,5.3348
46405,121,206.2181,203.3896,2.8285,5.4285,5.3749,5.3084,6.3881
46406,1,4.3091,4.2691,0.04,5.6587,5.6587,5.6587,5.6587
46425,6,4.047,3.9453,0.1017,5.3815,5.3507,5.3243,5.5545
46437,14,11.537,11.2801,0.2569,5.4422,5.3452,5.3075,6.0723
46448,30,25.7024,25.1606,0.5418,5.3781,5.3515,5.3102,5.6519
46449,13,10.3277,10.0616,0.2661,5.4311,5.3769,5.3246,5.9924
46458,2,1.4428,1.4049,0.0379,5.3569,5.3569,5.3291,5.3847
46464,1,0.562,0.5452,0.0169,5.3235,5.3235,5.3235,5.3235
46478,1,1.1344,1.1189,0.0155,5.3205,5.3205,5.3205,5.3205
46481,3,4.04,3.9864,0.0537,5.473,5.3822,5.3285,5.7083
46505,52,80.2098,78.9928,1.217,5.4348,5.3401,5.3091,6.0266
46514,1,0.8787,0.8634,0.0154,5.3616,5.3616,5.3616,5.3616
46520,1,1.1968,1.1786,0.0183,5.5225,5.5225,5.5225,5.5225
46523,1,4.5313,4.492,0.0393,5.6128,5.6128,5.6128,5.6128
46526,1,0.7404,0.7211,0.0193,5.4003,5.4003,5.4003,5.4003
46532,2,1.6249,1.5868,0.0381,5.3238,5.3238,5.3195,5.3282
46564,2,7.5581,7.4843,0.0738,5.6558,5.6558,5.4587,5.8528
46565,1,1.2911,1.2771,0.014,5.6792,5.6792,5.6792,5.6792
46569,1,0.7892,0.7694,0.0198,5.4974,5.4974,5.4974,5.4974
46622,1,0.5478,0.5304,0.0174,5.3198,5.3198,5.3198,5.3198
46626,1,1.449,1.4208,0.0282,5.3494,5.3494,5.3494,5.3494
46635,3,2.2673,2.2067,0.0605,5.4621,5.3797,5.3241,5.6826
46650,1,0.6425,0.6232,0.0193,5.3179,5.3179,5.3179,5.3179
46657,1,0.6497,0.632,0.0177,5.3659,5.3659,5.3659,5.3659
46663,1,0.5109,0.4931,0.0178,5.3263,5.3263,5.3263,5.3263
46664,1,0.4226,0.4075,0.0151,5.3402,5.3402,5.3402,5.3402
46699,1,0.6708,0.6553,0.0155,5.3206,5.3206,5.3206,5.3206
46755,7,6.3931,6.2654,0.1276,5.3462,5.3314,5.3222,5.3893
46789,1,0.6924,0.6736,0.0188,5.3361,5.3361,5.3361,5.3361
46792,1,1.8471,1.8302,0.0168,5.4217,5.4217,5.4217,5.4217
46797,1,0.7358,0.7153,0.0205,5.3827,5.3827,5.3827,5.3827
46799,1,1.188,1.1673,0.0207,5.3396,5.3396,5.3396,5.3396
46803,1,0.5318,0.5155,0.0163,5.331,5.331,5.331,5.331
46804,1,0.6826,0.6674,0.0153,5.3121,5.3121,5.3121,5.3121
46813,34,13.2159,12.5173,0.6986,5.4287,5.3378,5.3144,6.2131
46814,356,100.6488,94.6311,6.0176,5.3435,5.3323,5.3078,6.0443
46862,1,0.3844,0.36,0.0243,5.3463,5.3463,5.3463,5.3463
46863,1,0.224,0.2117,0.0123,5.319,5.319,5.319,5.319
46904,2,0.7051,0.6683,0.0367,5.3624,5.3624,5.3327,5.392
46918,68,53.1793,51.4825,1.6968,5.4387,5.3436,5.3181,6.0203
46922,1,0.8935,0.8681,0.0254,5.3575,5.3575,5.3575,5.3575
46926,1,0.3159,0.2973,0.0185,5.3231,5.3231,5.3231,5.3231
46942,1,0.26,0.2447,0.0154,5.3324,5.3324,5.3324,5.3324
46945,1,0.2811,0.264,0.0171,5.319,5.319,5.319,5.319
46946,1,0.4252,0.4021,0.0232,5.6162,5.6162,5.6162,5.6162
46947,1,0.2533,0.2373,0.016,5.3389,5.3389,5.3389,5.3389
46983,4,1.97,1.8742,0.0958,5.3429,5.3435,5.3342,5.3506
47019,16,6.0137,5.6955,0.3182,5.3452,5.3297,5.311,5.4508
47020,9,3.1039,2.9095,0.1944,5.3414,5.3381,5.3155,5.3757
47055,4,1.1356,1.0676,0.068,5.3323,5.3261,5.3209,5.3561
47069,1,0.3409,0.3111,0.0299,5.3325,5.3325,5.3325,5.3325
47076,1,0.2589,0.2421,0.0168,5.3177,5.3177,5.3177,5.3177
47077,1,0.2274,0.2177,0.0098,5.3378,5.3378,5.3378,5.3378
47091,1,0.3202,0.2994,0.0208,5.3778,5.3778,5.3778,5.3778
47092,2,2.1913,2.1253,0.066,5.4711,5.4711,5.3331,5.6092
47093,2,0.5082,0.4738,0.0344,5.3396,5.3396,5.3301,5.349
47097,10,4.8053,4.5694,0.236,5.4632,5.3437,5.3254,5.7509
47098,89,69.2359,67.1871,2.0488,5.4169,5.3471,5.3153,5.9919
47099,1,0.75,0.7306,0.0194,5.3889,5.3889,5.3889,5.3889
47100,3,2.244,2.1847,0.0592,5.3844,5.3984,5.3397,5.415
47101,2,1.27,1.232,0.038,5.3236,5.3236,5.3165,5.3308
47134,131,106.0303,102.9995,3.0308,5.4068,5.3493,5.3146,6.0294
47135,1,0.6773,0.6635,0.0138,5.315,5.315,5.315,5.315
47136,1,0.9451,0.9232,0.022,5.3794,5.3794,5.3794,5.3794
47174,1,2.0941,2.0536,0.0404,5.3729,5.3729,5.3729,5.3729
47181,1,0.6877,0.6723,0.0153,5.335,5.335,5.335,5.335
47182,9,12.7455,12.5795,0.166,5.4006,5.3608,5.3236,5.6295
47183,4,5.5945,5.5034,0.0911,5.4019,5.4054,5.3273,5.4697
47188,2,2.0045,1.968,0.0366,5.3454,5.3454,5.3181,5.3727
47192,1,0.6037,0.5901,0.0136,5.3288,5.3288,5.3288,5.3288
47240,1,0.6113,0.5944,0.0169,5.3304,5.3304,5.3304,5.3304
47241,1,3.7221,3.683,0.0391,5.6688,5.6688,5.6688,5.6688
47245,1,0.598,0.5831,0.0149,5.3246,5.3246,5.3246,5.3246
47246,1,0.9176,0.8968,0.0208,5.4033,5.4033,5.4033,5.4033
47286,1,0.6069,0.5906,0.0164,5.3331,5.3331,5.3331,5.3331
47287,1,1.2322,1.2092,0.0229,5.3628,5.3628,5.3628,5.3628
47327,1,0.6139,0.5985,0.0154,5.3351,5.3351,5.3351,5.3351
47373,1,0.7315,0.7148,0.0167,5.3611,5.3611,5.3611,5.3611
47378,1,1.1052,1.0908,0.0143,5.3458,5.3458,5.3458,5.3458
47391,1,0.8623,0.842,0.0203,5.3168,5.3168,5.3168,5.3168
47397,27,21.8452,21.348,0.4972,5.3396,5.3347,5.3114,5.3809
47398,25,22.1902,21.6438,0.5464,5.3408,5.336,5.3138,5.4017
47403,1,1.1142,1.0843,0.0299,5.3828,5.3828,5.3828,5.3828
47419,3,2.5118,2.4396,0.0722,5.3725,5.3938,5.3272,5.3966
47421,24,16.7393,16.2134,0.5259,5.4116,5.3545,5.318,5.7295
47430,5,4.5435,4.428,0.1154,5.3973,5.3389,5.3192,5.6065
47452,6,5.4669,5.3139,0.153,5.4137,5.3715,5.3397,5.5912
47453,6,7.4615,7.2716,0.1899,5.4776,5.4425,5.3235,5.7071
47462,149,83.1182,80.3772,2.7411,5.3506,5.3348,5.3116,5.729
47472,2,0.4236,0.3904,0.0332,5.3494,5.3494,5.3341,5.3648
47511,1,0.2091,0.1968,0.0123,5.3274,5.3274,5.3274,5.3274
47534,181,52.9725,49.7381,3.2344,5.342,5.3362,5.3102,5.4137
47537,1,0.4401,0.4223,0.0178,5.363,5.363,5.363,5.363
47538,1,0.9699,0.947,0.0229,5.3186,5.3186,5.3186,5.3186
47543,1,0.444,0.4233,0.0206,5.3291,5.3291,5.3291,5.3291
47552,9,7.6824,7.4828,0.1996,5.3497,5.3286,5.3181,5.412
47553,53,33.1277,31.9618,1.1658,5.4034,5.3395,5.313,5.9935
47558,1,1.0925,1.0715,0.021,5.3856,5.3856,5.3856,5.3856
47559,25,32.8979,32.2084,0.6896,5.7069,5.7091,5.6185,5.8243
47560,1,0.7536,0.7282,0.0254,5.3468,5.3468,5.3468,5.3468
47598,1,0.347,0.3324,0.0146,5.3328,5.3328,5.3328,5.3328
47599,2,1.6166,1.5713,0.0453,5.3885,5.3885,5.3503,5.4268
47611,1,0.4386,0.421,0.0176,5.3325,5.3325,5.3325,5.3325
47620,1,0.3693,0.3527,0.0166,5.4551,5.4551,5.4551,5.4551
47644,218,110.4842,105.955,4.5291,5.3485,5.3401,5.3109,5.7415
47645,104,44.6497,42.5154,2.1343,5.3434,5.3408,5.3096,5.3966
47657,1,0.4888,0.466,0.0228,5.334,5.334,5.334,5.334
47685,1,0.2871,0.2692,0.018,5.3355,5.3355,5.3355,5.3355
47693,1,0.6585,0.6322,0.0263,5.3811,5.3811,5.3811,5.3811
47779,1,0.3256,0.3057,0.0198,5.3565,5.3565,5.3565,5.3565
47780,1,0.3674,0.3452,0.0222,5.3871,5.3871,5.3871,5.3871
47789,3,1.5733,1.5022,0.0711,5.373,5.3413,5.3401,5.4375
47799,9,4.82,4.609,0.211,5.3562,5.3504,5.3387,5.4081
47800,10,8.2795,7.9704,0.3091,5.4116,5.3326,5.3142,5.7761
47817,1,0.3178,0.2948,0.023,5.3275,5.3275,5.3275,5.3275
47819,1,0.2932,0.2711,0.0222,5.3209,5.3209,5.3209,5.3209
47820,1,0.2829,0.2649,0.018,5.3281,5.3281,5.3281,5.3281
47888,2,1.3909,1.3346,0.0564,5.626,5.626,5.5921,5.6599
47904,1,0.5092,0.4852,0.024,5.3243,5.3243,5.3243,5.3243
47931,1,0.5353,0.5128,0.0225,5.4098,5.4098,5.4098,5.4098
47940,1,0.3812,0.3579,0.0233,5.3657,5.3657,5.3657,5.3657
47941,1,0.3848,0.3643,0.0205,5.3734,5.3734,5.3734,5.3734
47953,3,1.1539,1.1097,0.0441,5.3422,5.3381,5.3284,5.36
48000,2,1.0925,1.0351,0.0574,5.3685,5.3685,5.3671,5.3699
48021,1,0.3724,0.3485,0.0239,5.3426,5.3426,5.3426,5.3426
48029,1,0.3539,0.331,0.0229,5.3295,5.3295,5.3295,5.3295
48031,1,0.3041,0.2838,0.0202,5.3404,5.3404,5.3404,5.3404
48043,1,0.6617,0.6338,0.0279,5.3706,5.3706,5.3706,5.3706
48044,3,1.1234,1.0541,0.0693,5.3366,5.328,5.3133,5.3685
48045,1,0.2463,0.2352,0.0112,5.3301,5.3301,5.3301,5.3301
48140,1,0.3009,0.2749,0.026,5.3172,5.3172,5.3172,5.3172
48141,1,0.3184,0.2979,0.0205,5.358,5.358,5.358,5.358
48150,1,0.2474,0.2354,0.012,5.3402,5.3402,5.3402,5.3402
48159,23,7.8103,7.3258,0.4845,5.3586,5.3466,5.3285,5.4956
48163,1,0.2159,0.2006,0.0152,5.3261,5.3261,5.3261,5.3261
48164,1,0.2549,0.2344,0.0205,5.3196,5.3196,5.3196,5.3196
48209,1,0.4822,0.4553,0.0269,5.3498,5.3498,5.3498,5.3498
48210,1,0.5554,0.5289,0.0265,5.4409,5.4409,5.4409,5.4409
48236,1,0.3581,0.3353,0.0228,5.7508,5.7508,5.7508,5.7508
48248,1,0.3105,0.2885,0.022,5.3366,5.3366,5.3366,5.3366
48251,1,0.1771,0.1629,0.0142,5.3406,5.3406,5.3406,5.3406
48252,11,15.0785,14.9388,0.1398,5.3912,5.3395,5.3204,5.6345
48254,1,1.0528,1.0387,0.0141,5.3171,5.3171,5.3171,5.3171
48255,1,1.9092,1.89,0.0192,5.3473,5.3473,5.3473,5.3473
48338,351,237.9828,230.8774,7.1055,5.3514,5.3447,5.2965,5.5496
48339,12,4.1241,3.864,0.2601,5.3338,5.3268,5.3067,5.3655
48343,1,2.5415,2.446,0.0955,5.7889,5.7889,5.7889,5.7889
48350,1,0.4529,0.4294,0.0235,5.4295,5.4295,5.4295,5.4295
48384,1,0.4293,0.4045,0.0249,5.3209,5.3209,5.3209,5.3209
48388,1,0.3791,0.3572,0.0219,5.3441,5.3441,5.3441,5.3441
48389,1,0.2812,0.2632,0.018,5.3411,5.3411,5.3411,5.3411
48390,1,0.2934,0.2755,0.0179,5.3392,5.3392,5.3392,5.3392
48424,1,0.2874,0.2669,0.0205,5.3302,5.3302,5.3302,5.3302
48430,1,0.3598,0.3387,0.0211,5.3512,5.3512,5.3512,5.3512
48462,2,1.0013,0.9528,0.0485,5.3322,5.3322,5.3295,5.3349
48466,2,3.3502,3.2685,0.0817,5.5186,5.5186,5.3244,5.7129
48467,15,11.8188,11.4558,0.3631,5.3681,5.3773,5.3226,5.4043
48469,2,1.1556,1.1174,0.0382,5.342,5.342,5.341,5.343
48471,1,2.015,1.9856,0.0294,5.4407,5.4407,5.4407,5.4407
48481,1,1.1676,1.143,0.0246,5.3403,5.3403,5.3403,5.3403
48590,1,0.8772,0.8544,0.0228,5.3226,5.3226,5.3226,5.3226
48594,1,0.5368,0.5173,0.0195,5.3313,5.3313,5.3313,5.3313
