bub_id,n_solves,total_bem_s,total_assemble_s,total_solve_s,mean_f_unit_hz,median_f_unit_hz,min_f_unit_hz,max_f_unit_hz
20988,1,0.5735,0.5524,0.0212,5.3526,5.3526,5.3526,5.3526
20992,1,0.3361,0.3206,0.0154,5.3852,5.3852,5.3852,5.3852
21005,12,6.5436,6.2935,0.2501,5.3913,5.3963,5.3201,5.506
21020,1,1.1029,1.0779,0.025,6.0526,6.0526,6.0526,6.0526
21021,1,0.8667,0.8363,0.0304,5.455,5.455,5.455,5.455
21036,1,0.3016,0.2873,0.0143,5.3351,5.3351,5.3351,5.3351
21037,1,0.8325,0.8083,0.0243,5.3914,5.3914,5.3914,5.3914
21040,1,1.0992,1.072,0.0273,5.819,5.819,5.819,5.819
21041,1,0.4689,0.4461,0.0228,5.5324,5.5324,5.5324,5.5324
21043,1,0.2731,0.2589,0.0142,5.3412,5.3412,5.3412,5.3412
21049,1,0.4178,0.3946,0.0232,5.321,5.321,5.321,5.321
21051,1,0.5021,0.4788,0.0232,5.3304,5.3304,5.3304,5.3304
21052,1,0.3584,0.3378,0.0206,5.3789,5.3789,5.3789,5.3789
21053,1,0.6829,0.6573,0.0255,5.3282,5.3282,5.3282,5.3282
21054,1,0.4952,0.4725,0.0227,5.3649,5.3649,5.3649,5.3649
21064,15,23.1781,22.6152,0.5629,5.4186,5.3409,5.3245,6.1417
21071,1,1.342,1.3083,0.0337,5.5118,5.5118,5.5118,5.5118
21093,18,14.0249,13.7136,0.3112,5.4063,5.3388,5.32,5.9818
21098,1,0.5736,0.5584,0.0152,5.3351,5.3351,5.3351,5.3351
21101,1,0.6432,0.6274,0.0158,5.3272,5.3272,5.3272,5.3272
21111,9,13.1412,12.9423,0.1989,5.5779,5.643,5.35,5.7805
21123,32,53.6319,52.2899,1.3419,5.5029,5.3635,5.3282,6.0936
21124,329,186.3804,179.1913,7.1891,5.3706,5.345,5.3048,5.9273
21139,1,0.6388,0.6197,0.0191,5.3268,5.3268,5.3268,5.3268
21148,1,0.5257,0.506,0.0197,5.3933,5.3933,5.3933,5.3933
21149,1,0.4809,0.4643,0.0166,5.3551,5.3551,5.3551,5.3551
21154,1,2.021,1.9861,0.0349,5.5705,5.5705,5.5705,5.5705
21164,1,0.4945,0.4749,0.0196,5.3664,5.3664,5.3664,5.3664
21170,1,9.0727,8.878,0.1947,5.87,5.87,5.87,5.87
21171,3,6.7006,6.5957,0.1049,5.6456,5.6411,5.6276,5.6681
21176,9,22.3565,21.9197,0.4368,5.4674,5.3381,5.3083,5.8129
21177,18,13.4779,13.0923,0.3856,5.424,5.3667,5.325,5.7822
21182,1,0.3809,0.3643,0.0166,5.3337,5.3337,5.3337,5.3337
21187,1,0.4357,0.4187,0.0171,5.3237,5.3237,5.3237,5.3237
21188,1,0.4246,0.406,0.0186,5.342,5.342,5.342,5.342
21191,1,1.8278,1.7971,0.0307,5.8507,5.8507,5.8507,5.8507
21192,1,0.3617,0.3455,0.0161,5.3261,5.3261,5.3261,5.3261
21193,1,0.4484,0.4225,0.0259,5.3214,5.3214,5.3214,5.3214
21194,1,0.6279,0.6057,0.0221,5.9601,5.9601,5.9601,5.9601
21196,1,2.1247,2.0954,0.0293,6.0217,6.0217,6.0217,6.0217
21197,1,0.72,0.6943,0.0257,5.4814,5.4814,5.4814,5.4814
21198,1,0.5013,0.4782,0.0232,5.5521,5.5521,5.5521,5.5521
21206,4,15.7386,15.4243,0.3143,5.434,5.3701,5.333,5.6628
21207,60,102.3152,100.1444,2.1707,5.453,5.3383,5.3095,5.8832
21225,61,63.2213,61.0221,2.1993,5.4114,5.3584,5.3191,5.9236
21254,4,1.778,1.6755,0.1025,5.435,5.4171,5.3391,5.5667
21257,37,54.2954,53.0295,1.2658,5.4391,5.3619,5.3218,5.8412
21258,1,0.6485,0.6286,0.0199,5.3426,5.3426,5.3426,5.3426
21259,118,73.5323,70.9671,2.5652,5.3606,5.339,5.31,5.9581
21264,1,0.4146,0.3882,0.0264,5.4469,5.4469,5.4469,5.4469
21289,4,2.2127,2.1115,0.1012,5.4732,5.4741,5.3873,5.5571
21290,6,2.8031,2.6618,0.1413,5.4288,5.3822,5.3566,5.6022
21322,1,1.1194,1.0809,0.0385,5.5746,5.5746,5.5746,5.5746
21323,1,0.3671,0.3453,0.0218,5.3514,5.3514,5.3514,5.3514
21335,4,3.3227,3.2177,0.105,5.6794,5.7369,5.3994,5.8443
21348,1,1.1186,1.0859,0.0326,5.5331,5.5331,5.5331,5.5331
21350,1,0.404,0.3829,0.0212,5.3258,5.3258,5.3258,5.3258
21351,19,9.6441,9.2229,0.4212,5.3718,5.3622,5.3251,5.4441
21352,9,6.8119,6.5534,0.2585,5.5056,5.3963,5.3294,5.8563
21362,1,0.8527,0.8256,0.0271,5.3705,5.3705,5.3705,5.3705
21363,1,0.3547,0.3327,0.0219,5.3827,5.3827,5.3827,5.3827
21364,1,0.342,0.3217,0.0202,5.3428,5.3428,5.3428,5.3428
21365,1,0.4714,0.4469,0.0245,5.3446,5.3446,5.3446,5.3446
21371,1,0.3417,0.3212,0.0205,5.6583,5.6583,5.6583,5.6583
21372,1,0.7894,0.755,0.0343,5.4442,5.4442,5.4442,5.4442
21376,20,44.57,43.9076,0.6625,5.4833,5.4486,5.3076,5.7781
21377,2,1.1229,1.0924,0.0305,5.3304,5.3304,5.3284,5.3324
21382,16,13.6104,13.3002,0.3102,5.3861,5.3671,5.319,5.4916
21394,2,3.9544,3.8938,0.0607,5.7409,5.7409,5.3364,6.1454
21400,2,1.8245,1.7855,0.039,5.4474,5.4474,5.4469,5.4478
21407,2,1.4679,1.4269,0.041,5.5117,5.5117,5.3355,5.688
21424,4,8.0129,7.8662,0.1467,5.4063,5.3469,5.3373,5.594
21431,1,0.3497,0.3325,0.0172,5.3405,5.3405,5.3405,5.3405
21432,1,0.4036,0.3857,0.0179,5.3357,5.3357,5.3357,5.3357
21453,1,0.3543,0.3358,0.0185,5.3413,5.3413,5.3413,5.3413
21466,1,0.3658,0.35,0.0158,5.3502,5.3502,5.3502,5.3502
21475,1,0.4252,0.4066,0.0186,5.3737,5.3737,5.3737,5.3737
21476,1,1.2396,1.2097,0.0299,5.3935,5.3935,5.3935,5.3935
21478,1,0.5827,0.5587,0.0239,5.3392,5.3392,5.3392,5.3392
21479,1,0.4022,0.3823,0.0199,5.3287,5.3287,5.3287,5.3287
21480,1,0.8242,0.7964,0.0278,5.3571,5.3571,5.3571,5.3571
21481,1,0.5334,0.5106,0.0228,5.3653,5.3653,5.3653,5.3653
21483,1,1.121,1.0936,0.0274,5.4736,5.4736,5.4736,5.4736
21490,3,1.8856,1.8241,0.0615,5.5954,5.5377,5.33,5.9185
21606,3,1.5271,1.4658,0.0612,5.4257,5.4281,5.3298,5.5191
21607,24,20.8079,20.1521,0.6557,5.4211,5.3713,5.3134,5.7531
21616,3,1.2599,1.1895,0.0704,5.3575,5.3559,5.3394,5.3772
21617,4,6.3795,6.1903,0.1892,5.4982,5.4143,5.3299,5.8342
21644,1,0.3899,0.3689,0.021,5.3464,5.3464,5.3464,5.3464
21645,1,0.4217,0.391,0.0307,5.3438,5.3438,5.3438,5.3438
21671,1,0.2898,0.278,0.0117,5.334,5.334,5.334,5.334
21672,1,0.3212,0.3039,0.0172,5.4214,5.4214,5.4214,5.4214
21674,1,1.2116,1.1777,0.0338,5.4411,5.4411,5.4411,5.4411
21675,1,0.4649,0.4398,0.0251,5.5591,5.5591,5.5591,5.5591
21676,1,1.9799,1.9495,0.0305,5.5323,5.5323,5.5323,5.5323
21727,1,0.8894,0.8577,0.0317,5.5429,5.5429,5.5429,5.5429
21728,1,0.4293,0.406,0.0233,5.3903,5.3903,5.3903,5.3903
21775,216,235.4059,230.1436,5.2623,5.4029,5.3429,5.3077,6.0378
21784,5,5.3247,5.1155,0.2092,5.3952,5.3702,5.3579,5.4804
21798,1,0.2797,0.2623,0.0174,5.3988,5.3988,5.3988,5.3988
21831,1,1.8514,1.7609,0.0905,6.5884,6.5884,6.5884,6.5884
21833,4,3.2644,3.1339,0.1305,5.7397,5.7543,5.652,5.7981
21837,1,0.5909,0.5609,0.0299,5.5207,5.5207,5.5207,5.5207
21841,30,26.5664,25.6534,0.9129,5.4535,5.4101,5.329,6.1742
21853,2,2.2892,2.2294,0.0598,5.3895,5.3895,5.3887,5.3902
21863,1,0.2636,0.2472,0.0164,5.3326,5.3326,5.3326,5.3326
21867,1,0.3853,0.3648,0.0204,5.3286,5.3286,5.3286,5.3286
21873,1,0.5415,0.5166,0.0249,5.6963,5.6963,5.6963,5.6963
21874,1,0.4115,0.3878,0.0236,5.365,5.365,5.365,5.365
21875,1,0.3817,0.3588,0.0229,5.3285,5.3285,5.3285,5.3285
21876,1,0.855,0.8229,0.0321,5.3426,5.3426,5.3426,5.3426
21877,1,0.3868,0.3637,0.0231,5.4996,5.4996,5.4996,5.4996
21878,1,0.2584,0.2401,0.0184,5.3229,5.3229,5.3229,5.3229
21879,1,0.4261,0.4047,0.0215,5.3648,5.3648,5.3648,5.3648
21880,1,0.2554,0.2353,0.0201,5.3285,5.3285,5.3285,5.3285
21888,7,2.6976,2.5386,0.159,5.3357,5.3314,5.3139,5.3784
21929,3,0.8636,0.806,0.0575,5.3343,5.3354,5.3277,5.3398
21930,145,72.8363,69.4101,3.4262,5.3762,5.3428,4.5014,5.8735
21933,1,0.2921,0.271,0.0211,5.3391,5.3391,5.3391,5.3391
21966,5,1.9394,1.8421,0.0973,5.3549,5.3424,5.338,5.3962
21991,3,1.8006,1.7129,0.0877,5.5208,5.4201,5.3536,5.7888
21997,1,0.3313,0.3099,0.0214,5.3238,5.3238,5.3238,5.3238
22014,2,0.5532,0.5216,0.0316,5.3251,5.3251,5.3226,5.3276
22015,2,0.5323,0.5022,0.0301,5.3635,5.3635,5.3355,5.3915
22020,1,0.2653,0.2426,0.0227,5.3707,5.3707,5.3707,5.3707
22021,6,31.5845,31.2616,0.3228,5.5825,5.5823,5.5358,5.6501
22022,320,190.7404,183.7336,7.0068,5.3749,5.339,5.3027,5.9812
22029,1,1.359,1.3203,0.0388,5.5638,5.5638,5.5638,5.5638
22030,1,3.1932,3.1356,0.0576,6.506,6.506,6.506,6.506
22036,1,2.1225,2.0776,0.0448,5.5712,5.5712,5.5712,5.5712
22037,1,0.4956,0.4723,0.0234,5.3366,5.3366,5.3366,5.3366
22045,15,9.1939,8.812,0.3819,5.4131,5.3833,5.3272,5.6349
22046,16,6.1096,5.8009,0.3087,5.5321,5.4741,5.3159,6.0495
22082,1,0.2672,0.246,0.0213,5.3635,5.3635,5.3635,5.3635
22084,1,0.2069,0.1975,0.0094,5.3402,5.3402,5.3402,5.3402
22118,2,0.6848,0.6407,0.0441,5.3727,5.3727,5.3718,5.3737
22119,2,21.2005,20.9825,0.218,5.7729,5.7729,5.7689,5.7769
22127,1,0.6523,0.6354,0.0169,5.3284,5.3284,5.3284,5.3284
22154,1,1.0621,1.0404,0.0217,5.4962,5.4962,5.4962,5.4962
22155,26,46.3615,45.6371,0.7244,5.5299,5.5242,5.3592,5.8255
22163,39,28.4047,27.4303,0.9744,5.426,5.3709,5.3166,6.0804
22164,2,0.9084,0.865,0.0433,5.3696,5.3696,5.3544,5.3849
22183,1,0.5392,0.5166,0.0226,5.3414,5.3414,5.3414,5.3414
22187,1,0.383,0.3649,0.018,5.3322,5.3322,5.3322,5.3322
22189,3,2.1973,2.1372,0.0601,5.379,5.3548,5.3248,5.4573
22198,1,1.3799,1.3499,0.03,5.8424,5.8424,5.8424,5.8424
22202,1,0.6937,0.6703,0.0234,5.4318,5.4318,5.4318,5.4318
22209,1,1.9172,1.8776,0.0395,5.7556,5.7556,5.7556,5.7556
22212,1,0.9849,0.9569,0.0281,5.8443,5.8443,5.8443,5.8443
22214,1,0.4815,0.4616,0.02,5.3477,5.3477,5.3477,5.3477
22215,1,2.4876,2.4443,0.0433,6.0872,6.0872,6.0872,6.0872
22222,2,1.1668,1.1207,0.0461,5.3517,5.3517,5.3265,5.3769
22260,1,0.4374,0.4127,0.0248,5.3432,5.3432,5.3432,5.3432
22265,5,2.1636,2.0575,0.1061,5.3717,5.3807,5.3155,5.4235
22283,1,0.7942,0.7777,0.0165,5.3706,5.3706,5.3706,5.3706
22284,1,0.9729,0.9557,0.0172,5.3599,5.3599,5.3599,5.3599
22295,26,25.9423,25.4824,0.4599,5.3866,5.3489,5.3118,5.8678
22305,1,0.8641,0.8461,0.018,5.3396,5.3396,5.3396,5.3396
22307,1,0.6647,0.6471,0.0176,5.327,5.327,5.327,5.327
22310,1,1.954,1.9267,0.0273,5.737,5.737,5.737,5.737
22311,1,0.5914,0.5768,0.0146,5.328,5.328,5.328,5.328
22315,2,1.7981,1.7563,0.0418,5.3833,5.3833,5.369,5.3977
22322,2,3.7956,3.743,0.0527,5.8034,5.8034,5.6603,5.9464
22325,1,0.6095,0.5932,0.0163,5.3278,5.3278,5.3278,5.3278
22327,1,3.5098,3.489,0.0208,5.7812,5.7812,5.7812,5.7812
22333,1,1.1556,1.1352,0.0204,5.4564,5.4564,5.4564,5.4564
22336,1,0.7946,0.7736,0.0209,5.3972,5.3972,5.3972,5.3972
22337,1,0.5282,0.5133,0.0149,5.338,5.338,5.338,5.338
22342,1,1.4998,1.4758,0.024,5.4433,5.4433,5.4433,5.4433
22343,1,0.7327,0.7194,0.0132,5.4336,5.4336,5.4336,5.4336
22348,1,4.3865,4.3446,0.0419,6.1594,6.1594,6.1594,6.1594
22350,1,6.9385,6.8799,0.0586,5.827,5.827,5.827,5.827
22352,1,0.5985,0.5785,0.02,5.3747,5.3747,5.3747,5.3747
22353,1,0.9241,0.9065,0.0176,5.3437,5.3437,5.3437,5.3437
22371,29,35.4312,34.8213,0.6099,5.4721,5.3548,5.3136,6.0912
22372,311,137.0741,131.029,6.0451,5.3597,5.3373,5.2965,6.5396
22386,1,0.2428,0.2236,0.0192,5.4012,5.4012,5.4012,5.4012
22433,30,12.9588,12.2848,0.674,5.4366,5.382,5.3293,5.7817
22437,81,17.54,16.4223,1.1177,5.3531,5.3409,5.3137,5.4946
22462,13,3.3157,3.0947,0.221,5.3824,5.3939,5.3246,5.4438
22468,2,0.4424,0.4137,0.0286,5.3814,5.3814,5.3223,5.4404
22471,3,0.7036,0.6548,0.0488,5.4125,5.3838,5.3784,5.4752
22473,3,1.3969,1.3268,0.0702,5.4633,5.5071,5.3301,5.5526
22476,1,0.5554,0.531,0.0244,6.059,6.059,6.059,6.059
22480,41,29.8361,28.8402,0.9959,5.4166,5.3491,5.3134,6.1401
22481,40,27.3857,26.4911,0.8947,5.4002,5.3719,5.3231,5.7424
22513,1,0.7583,0.7269,0.0313,5.8252,5.8252,5.8252,5.8252
22519,11,4.0111,3.7486,0.2624,5.4732,5.4527,5.376,5.6622
22520,3,1.3366,1.261,0.0757,5.4482,5.4432,5.4281,5.4732
22521,3,1.4445,1.3687,0.0758,5.6718,5.8281,5.3358,5.8515
22530,1,0.2725,0.2524,0.0201,5.3626,5.3626,5.3626,5.3626
22540,1,0.9826,0.9505,0.0321,5.7464,5.7464,5.7464,5.7464
22555,1,0.8065,0.767,0.0395,5.9259,5.9259,5.9259,5.9259
22556,1,0.2227,0.2101,0.0126,5.3409,5.3409,5.3409,5.3409
22557,1,1.3106,1.27,0.0406,5.8459,5.8459,5.8459,5.8459
22558,1,0.3457,0.3228,0.0229,5.3483,5.3483,5.3483,5.3483
22559,1,0.2612,0.2411,0.0201,5.3378,5.3378,5.3378,5.3378
22560,1,0.244,0.2323,0.0117,5.3952,5.3952,5.3952,5.3952
22562,1,0.3026,0.2815,0.021,5.3454,5.3454,5.3454,5.3454
22563,1,0.3586,0.3383,0.0203,5.3513,5.3513,5.3513,5.3513
22572,10,7.8389,7.5535,0.2854,5.5574,5.5587,5.4999,5.617
22573,394,502.1737,492.2884,9.8853,5.5218,5.3403,5.3046,6.4698
22584,1,0.6531,0.6399,0.0132,5.3355,5.3355,5.3355,5.3355
22597,2,1.21,1.1775,0.0325,5.3384,5.3384,5.3311,5.3457
22601,1,0.6646,0.6488,0.0157,5.3515,5.3515,5.3515,5.3515
22611,1,2.043,2.0207,0.0223,5.3748,5.3748,5.3748,5.3748
22635,1,3.2856,3.261,0.0246,5.8695,5.8695,5.8695,5.8695
22641,2,1.8533,1.8172,0.0362,5.3467,5.3467,5.336,5.3574
22642,3,5.4565,5.3757,0.0808,5.4519,5.4539,5.431,5.4708
22695,3,6.3737,6.3131,0.0606,5.706,5.7104,5.6493,5.7584
22699,1,1.8442,1.8167,0.0275,5.833,5.833,5.833,5.833
22714,1,1.8574,1.8246,0.0329,5.7111,5.7111,5.7111,5.7111
22726,1,0.6321,0.6138,0.0183,5.3756,5.3756,5.3756,5.3756
22727,1,0.9554,0.9369,0.0186,5.4071,5.4071,5.4071,5.4071
22729,1,0.568,0.5532,0.0148,5.3271,5.3271,5.3271,5.3271
22740,36,95.0611,93.5926,1.4685,5.5068,5.3966,5.314,5.9902
22741,4,10.3401,10.2577,0.0824,5.7844,5.7738,5.7314,5.8586
22742,9,24.8257,24.5724,0.2533,5.5864,5.5599,5.5194,5.6923
22743,20,17.1815,16.7487,0.4327,5.3822,5.3605,5.324,5.7331
22744,1,0.4016,0.386,0.0156,5.379,5.379,5.379,5.379
22745,1,5.3967,5.3438,0.0529,5.4228,5.4228,5.4228,5.4228
22746,1,0.4922,0.4667,0.0255,5.3413,5.3413,5.3413,5.3413
22747,1,0.4372,0.417,0.0202,5.3323,5.3323,5.3323,5.3323
22748,1,1.3202,1.2903,0.0299,5.4462,5.4462,5.4462,5.4462
22754,3,1.5212,1.4579,0.0633,5.3572,5.3456,5.3434,5.3827
22767,3,2.4459,2.3685,0.0773,5.4714,5.4216,5.384,5.6085
22854,1,1.4545,1.4247,0.0298,5.4205,5.4205,5.4205,5.4205
22894,1,0.8005,0.7772,0.0234,5.3359,5.3359,5.3359,5.3359
22900,1,5.0461,4.9699,0.0762,5.434,5.434,5.434,5.434
22909,1,0.506,0.4878,0.0182,5.3382,5.3382,5.3382,5.3382
22910,1,1.539,1.5068,0.0321,5.7648,5.7648,5.7648,5.7648
22913,3,3.3221,3.244,0.0782,5.7168,5.6702,5.6615,5.8188
22933,2,0.8422,0.807,0.0352,5.3542,5.3542,5.334,5.3744
22934,1,1.1454,1.1188,0.0266,5.3758,5.3758,5.3758,5.3758
22941,1,7.8696,7.6445,0.225,5.8895,5.8895,5.8895,5.8895
22942,1,0.8191,0.7958,0.0233,5.4581,5.4581,5.4581,5.4581
22947,1,1.1959,1.1701,0.0258,5.361,5.361,5.361,5.361
22948,1,1.101,1.0739,0.0271,5.8156,5.8156,5.8156,5.8156
22952,2,2.4702,2.4084,0.0618,5.3928,5.3928,5.3761,5.4095
22953,2,1.2223,1.1949,0.0273,5.3272,5.3272,5.3234,5.331
22969,6,22.8328,22.509,0.3238,5.5139,5.4296,5.3775,5.9602
22970,5,25.5464,25.1554,0.391,5.42,5.3639,5.3274,5.5288
22975,1,1.0043,0.9856,0.0187,5.3822,5.3822,5.3822,5.3822
23037,19,43.4869,42.8674,0.6195,5.4412,5.3475,5.3171,6.0472
23038,1,0.848,0.8314,0.0166,5.3238,5.3238,5.3238,5.3238
23050,1,1.4597,1.4338,0.0258,5.5896,5.5896,5.5896,5.5896
23051,1,14.5616,14.3352,0.2264,5.9078,5.9078,5.9078,5.9078
23057,33,60.8888,60.1685,0.7203,5.3792,5.348,5.3186,5.6913
23058,72,59.8317,58.2353,1.5964,5.3861,5.3513,4.0476,6.0437
23070,1,0.2381,0.2192,0.0189,5.3568,5.3568,5.3568,5.3568
23091,14,4.432,4.1479,0.2841,5.5504,5.5039,5.358,5.7879
23092,5,9.4671,9.217,0.2502,5.5039,5.497,5.4362,5.5614
23095,1,0.3896,0.367,0.0226,5.3745,5.3745,5.3745,5.3745
23125,1,1.0286,0.9952,0.0333,5.8358,5.8358,5.8358,5.8358
23128,1,0.2616,0.2436,0.018,5.3353,5.3353,5.3353,5.3353
23130,1,0.396,0.3735,0.0225,5.3375,5.3375,5.3375,5.3375
23131,1,3.2986,3.2333,0.0653,5.4589,5.4589,5.4589,5.4589
23132,1,0.3169,0.2979,0.0191,5.3321,5.3321,5.3321,5.3321
23133,1,0.5515,0.5266,0.0249,5.4361,5.4361,5.4361,5.4361
23171,37,9.925,9.2784,0.6466,5.5806,5.3361,5.311,9.5463
23172,3,2.5625,2.4664,0.0961,5.992,5.9677,5.9532,6.055
23177,4,5.231,5.0359,0.1951,5.5404,5.4296,5.3639,5.9385
23188,1,0.2139,0.2032,0.0107,5.3443,5.3443,5.3443,5.3443
23210,1,0.6354,0.609,0.0264,5.8456,5.8456,5.8456,5.8456
23223,1,0.2194,0.2088,0.0106,5.3383,5.3383,5.3383,5.3383
23253,1,0.3703,0.3425,0.0278,5.3681,5.3681,5.3681,5.3681
23256,1,0.5151,0.491,0.024,5.8289,5.8289,5.8289,5.8289
23257,1,0.266,0.2463,0.0197,5.3152,5.3152,5.3152,5.3152
23259,1,0.2465,0.2259,0.0206,5.3326,5.3326,5.3326,5.3326
23262,1,0.2531,0.2339,0.0192,5.3432,5.3432,5.3432,5.3432
23272,1,0.9639,0.9326,0.0314,5.915,5.915,5.915,5.915
23273,1,0.5355,0.5068,0.0287,5.7374,5.7374,5.7374,5.7374
23274,1,0.5307,0.5013,0.0294,5.4931,5.4931,5.4931,5.4931
23293,1,0.3036,0.2816,0.0219,5.412,5.412,5.412,5.412
23296,33,11.9735,11.2696,0.7038,5.3648,5.337,5.3212,5.8715
23297,6,3.321,3.1665,0.1545,5.3837,5.3674,5.3411,5.4832
23315,1,0.8779,0.8417,0.0363,6.0944,6.0944,6.0944,6.0944
23316,1,0.5016,0.4753,0.0263,5.5662,5.5662,5.5662,5.5662
23334,2,0.462,0.4301,0.032,5.3652,5.3652,5.341,5.3894
23335,3,0.8822,0.8261,0.0561,5.3716,5.3656,5.3539,5.3952
23337,70,74.3516,72.5827,1.7688,5.401,5.3507,5.317,5.7767
23341,1,0.5531,0.5334,0.0197,5.363,5.363,5.363,5.363
23343,4,2.2712,2.1857,0.0855,5.3637,5.3655,5.3432,5.3808
23344,4,4.1217,4.0059,0.1158,5.6057,5.6033,5.5373,5.6788
23381,1,0.3985,0.3751,0.0233,5.3292,5.3292,5.3292,5.3292
23385,1,0.2914,0.2738,0.0176,5.3353,5.3353,5.3353,5.3353
23391,373,260.4054,252.0572,8.3482,5.3863,5.3369,5.308,6.5538
23392,2,0.7669,0.7281,0.0388,5.3643,5.3643,5.3278,5.4008
23395,1,0.6349,0.6112,0.0237,5.4516,5.4516,5.4516,5.4516
23397,1,1.7521,1.7149,0.0371,5.6081,5.6081,5.6081,5.6081
23401,1,0.4466,0.4232,0.0234,5.3241,5.3241,5.3241,5.3241
23402,1,2.7336,2.6875,0.0462,5.7134,5.7134,5.7134,5.7134
23403,1,0.6543,0.631,0.0233,5.4727,5.4727,5.4727,5.4727
23404,2,1.2286,1.1826,0.046,5.3923,5.3923,5.3474,5.4373
23405,2,0.9933,0.9461,0.0472,5.4088,5.4088,5.3779,5.4398
23406,1,0.7308,0.7062,0.0246,5.6649,5.6649,5.6649,5.6649
23407,1,0.3203,0.3019,0.0184,5.3349,5.3349,5.3349,5.3349
23409,6,10.3932,10.0782,0.315,5.4744,5.3806,5.3285,5.7726
23432,4,3.3446,3.2386,0.106,5.652,5.6671,5.5835,5.6903
23455,1,0.4007,0.3814,0.0194,5.3447,5.3447,5.3447,5.3447
23456,2,1.2658,1.2234,0.0424,5.4749,5.4749,5.4191,5.5306
23457,30,18.7942,18.1466,0.6476,5.3844,5.3519,5.3212,5.7942
23469,1,0.3867,0.3701,0.0166,5.3327,5.3327,5.3327,5.3327
23480,3,5.0991,5.0439,0.0552,5.8711,5.7705,5.7383,6.1044
23481,25,77.264,76.019,1.245,5.5856,5.4572,5.3299,6.1024
23495,1,0.4754,0.4558,0.0196,5.3669,5.3669,5.3669,5.3669
23496,1,0.5912,0.5689,0.0222,5.5941,5.5941,5.5941,5.5941
23497,2,20.8305,20.6579,0.1726,5.5895,5.5895,5.5623,5.6166
23499,1,1.2484,1.2294,0.019,5.4617,5.4617,5.4617,5.4617
23501,1,1.538,1.5169,0.0211,5.367,5.367,5.367,5.367
23502,1,0.8785,0.8594,0.0191,5.4318,5.4318,5.4318,5.4318
23503,1,2.1085,2.0849,0.0236,5.8088,5.8088,5.8088,5.8088
23504,1,0.8551,0.8395,0.0156,5.3153,5.3153,5.3153,5.3153
23517,19,46.2699,45.3913,0.8786,5.5039,5.3786,5.3317,6.1534
23553,1,0.5138,0.4969,0.0169,5.3339,5.3339,5.3339,5.3339
23554,1,0.8065,0.7854,0.0211,5.3251,5.3251,5.3251,5.3251
23576,1,0.66,0.6414,0.0186,5.3495,5.3495,5.3495,5.3495
23596,4,3.9227,3.8469,0.0757,5.4221,5.4073,5.3289,5.5448
23597,1,0.9255,0.9046,0.0209,5.4262,5.4262,5.4262,5.4262
23607,1,0.6425,0.6235,0.019,5.317,5.317,5.317,5.317
23622,1,0.5179,0.5011,0.0168,5.3426,5.3426,5.3426,5.3426
23623,2,1.8707,1.8264,0.0443,5.5299,5.5299,5.4069,5.6529
23637,1,0.5287,0.5121,0.0166,5.3777,5.3777,5.3777,5.3777
23647,1,1.9237,1.8923,0.0314,5.9917,5.9917,5.9917,5.9917
23656,2,1.5566,1.5117,0.0449,5.3648,5.3648,5.3442,5.3854
23658,1,2.8211,2.784,0.0371,5.6992,5.6992,5.6992,5.6992
23676,1,3.6475,3.6229,0.0245,6.143,6.143,6.143,6.143
23679,1,1.7525,1.7283,0.0242,5.7918,5.7918,5.7918,5.7918
23680,1,0.69,0.6748,0.0153,5.3432,5.3432,5.3432,5.3432
23681,1,0.7452,0.7275,0.0177,5.3979,5.3979,5.3979,5.3979
23682,1,0.7511,0.7354,0.0156,5.3334,5.3334,5.3334,5.3334
23684,1,0.967,0.9554,0.0116,5.3187,5.3187,5.3187,5.3187
23685,1,1.0123,0.9952,0.0171,5.4376,5.4376,5.4376,5.4376
23730,48,44.5701,43.836,0.7341,5.3889,5.3347,5.3024,6.0385
23739,1,0.7004,0.6801,0.0203,5.4287,5.4287,5.4287,5.4287
23740,1,0.6076,0.5908,0.0168,5.3948,5.3948,5.3948,5.3948
23770,1,1.7933,1.7756,0.0177,5.4251,5.4251,5.4251,5.4251
23782,1,1.9851,1.9621,0.023,5.4602,5.4602,5.4602,5.4602
23786,32,25.8318,25.2699,0.5618,5.3687,5.3356,5.3124,5.7811
23787,1,2.3436,2.3228,0.0208,5.3891,5.3891,5.3891,5.3891
23807,2,2.1767,2.1451,0.0316,5.346,5.346,5.3407,5.3513
23809,3,15.709,15.4205,0.2885,5.5256,5.4086,5.3523,5.816
23811,214,178.1076,173.3742,4.7334,5.3653,5.341,5.3115,5.9134
23819,1,0.3264,0.3034,0.023,5.4552,5.4552,5.4552,5.4552
23837,1,0.5088,0.4838,0.025,5.5103,5.5103,5.5103,5.5103
23838,2,1.1843,1.1293,0.0549,5.6399,5.6399,5.5185,5.7612
23839,10,3.5941,3.4038,0.1903,5.429,5.3742,5.332,5.5926
23849,1,1.1922,1.1562,0.036,6.1194,6.1194,6.1194,6.1194
23852,1,0.2883,0.2687,0.0196,5.3983,5.3983,5.3983,5.3983
23854,1,0.8754,0.8447,0.0306,5.5311,5.5311,5.5311,5.5311
23867,1,5.3681,5.1727,0.1954,5.8772,5.8772,5.8772,5.8772
23868,1,0.4566,0.4309,0.0257,5.3738,5.3738,5.3738,5.3738
23871,1,0.4753,0.452,0.0234,5.3904,5.3904,5.3904,5.3904
23873,1,2.7508,2.7,0.0508,5.4467,5.4467,5.4467,5.4467
